TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
102660192818939718137056091420821477774319085296832306402968251758791362281753,1753969713794,1753969717818,1753969723578,1753969717878,1753969723578,,,9784
66613760701698211567200252016087024165291517166732078593765945812573878841266,1753969719434,1753969727964,1753969738616,1753969728102,1753969738616,,,19181
75568288173368927023200803469843309420414710158400534599451616336911542204439,1753969729798,1753969758992,1753969759185,,,,,29386
72887415847697741837831154059161751106818782003335379969373386295517377635412,1753969734893,1753969763540,1753969792928,1753969763614,1753969792928,,,58034
8790668030287860203407852736293382210670527417129804728544425314772263061252,1753969754925,1753969777857,1753969808576,1753969777891,1753969808576,,,53651
110508556662903644406037846866365176754337867438857860502584407795436851846131,1753969754957,1753969777857,1753969808576,1753969777891,1753969808576,,,53619
3524367338686508872275183158218855795779626333425898483941040280817341586819,1753969740033,1753969778538,1753969778612,,,,,38578
41134457095832534154103483664889473273820805852807789071490490150191065275511,1753969765247,1753969803019,1753969828546,1753969803135,1753969828546,,,63299
28272797961465196179460266672060448472179383822372120413015661930315774961791,1753969734893,1753969758689,1753969782793,1753969758796,1753969782793,,,47900
68093475206890378386464871623337109765613104838078919473401176142482218482154,1753969734897,1753969762631,1753969762764,,,,,27866
4144003835063881249659285380901606882231196492802970813191618375314980207481,1753969713942,1753969718507,1753969718605,,,,,4663
101667038806309954701435304711021325154544605548748207897970313630993290154480,1753969724590,1753969733520,1753969747781,1753969733575,1753969747781,,,23191
72766004554616506437471070538415957204411474604620263513150919954839815403210,1753969724557,1753969738537,1753969738616,,,,,14058
80980656889467482956171949082648121079969982171873245194175026187634153655665,1753969739959,1753969767636,1753969793580,1753969767763,1753969793580,,,53620
91986302274354099523762629338486152565081545018557339810466223603345217557922,1753969754962,1753969778532,1753969812755,1753969778573,1753969812755,,,57793
